time_key,full_time,hour,minute,second,period,shift
45922,04:59:22.0000000,4,59,22,AM,Night
45923,04:59:23.0000000,4,59,23,AM,Night
45924,04:59:24.0000000,4,59,24,AM,Night
45925,04:59:25.0000000,4,59,25,AM,Night
45926,04:59:26.0000000,4,59,26,AM,Night
45927,04:59:27.0000000,4,59,27,AM,Night
45928,04:59:28.0000000,4,59,28,AM,Night
45929,04:59:29.0000000,4,59,29,AM,Night
45930,04:59:30.0000000,4,59,30,AM,Night
45931,04:59:31.0000000,4,59,31,AM,Night
45932,04:59:32.0000000,4,59,32,AM,Night
45933,04:59:33.0000000,4,59,33,AM,Night
45934,04:59:34.0000000,4,59,34,AM,Night
45935,04:59:35.0000000,4,59,35,AM,Night
45936,04:59:36.0000000,4,59,36,AM,Night
45937,04:59:37.0000000,4,59,37,AM,Night
45938,04:59:38.0000000,4,59,38,AM,Night
45939,04:59:39.0000000,4,59,39,AM,Night
45940,04:59:40.0000000,4,59,40,AM,Night
45941,04:59:41.0000000,4,59,41,AM,Night
45942,04:59:42.0000000,4,59,42,AM,Night
45943,04:59:43.0000000,4,59,43,AM,Night
45944,04:59:44.0000000,4,59,44,AM,Night
45945,04:59:45.0000000,4,59,45,AM,Night
45946,04:59:46.0000000,4,59,46,AM,Night
45947,04:59:47.0000000,4,59,47,AM,Night
45948,04:59:48.0000000,4,59,48,AM,Night
45949,04:59:49.0000000,4,59,49,AM,Night
45950,04:59:50.0000000,4,59,50,AM,Night
45951,04:59:51.0000000,4,59,51,AM,Night
45952,04:59:52.0000000,4,59,52,AM,Night
45953,04:59:53.0000000,4,59,53,AM,Night
45954,04:59:54.0000000,4,59,54,AM,Night
45955,04:59:55.0000000,4,59,55,AM,Night
45956,04:59:56.0000000,4,59,56,AM,Night
45957,04:59:57.0000000,4,59,57,AM,Night
45958,04:59:58.0000000,4,59,58,AM,Night
45959,04:59:59.0000000,4,59,59,AM,Night
50000,05:00:00.0000000,5,0,0,AM,Night
50001,05:00:01.0000000,5,0,1,AM,Night
50002,05:00:02.0000000,5,0,2,AM,Night
50003,05:00:03.0000000,5,0,3,AM,Night
50004,05:00:04.0000000,5,0,4,AM,Night
50005,05:00:05.0000000,5,0,5,AM,Night
50006,05:00:06.0000000,5,0,6,AM,Night
50007,05:00:07.0000000,5,0,7,AM,Night
50008,05:00:08.0000000,5,0,8,AM,Night
50009,05:00:09.0000000,5,0,9,AM,Night
50010,05:00:10.0000000,5,0,10,AM,Night
50011,05:00:11.0000000,5,0,11,AM,Night
50012,05:00:12.0000000,5,0,12,AM,Night
50013,05:00:13.0000000,5,0,13,AM,Night
50014,05:00:14.0000000,5,0,14,AM,Night
50015,05:00:15.0000000,5,0,15,AM,Night
50016,05:00:16.0000000,5,0,16,AM,Night
50017,05:00:17.0000000,5,0,17,AM,Night
50018,05:00:18.0000000,5,0,18,AM,Night
50019,05:00:19.0000000,5,0,19,AM,Night
50020,05:00:20.0000000,5,0,20,AM,Night
50021,05:00:21.0000000,5,0,21,AM,Night
50022,05:00:22.0000000,5,0,22,AM,Night
50023,05:00:23.0000000,5,0,23,AM,Night
50024,05:00:24.0000000,5,0,24,AM,Night
50025,05:00:25.0000000,5,0,25,AM,Night
50026,05:00:26.0000000,5,0,26,AM,Night
50027,05:00:27.0000000,5,0,27,AM,Night
50028,05:00:28.0000000,5,0,28,AM,Night
50029,05:00:29.0000000,5,0,29,AM,Night
50030,05:00:30.0000000,5,0,30,AM,Night
50031,05:00:31.0000000,5,0,31,AM,Night
50032,05:00:32.0000000,5,0,32,AM,Night
50033,05:00:33.0000000,5,0,33,AM,Night
50034,05:00:34.0000000,5,0,34,AM,Night
50035,05:00:35.0000000,5,0,35,AM,Night
50036,05:00:36.0000000,5,0,36,AM,Night
50037,05:00:37.0000000,5,0,37,AM,Night
50038,05:00:38.0000000,5,0,38,AM,Night
50039,05:00:39.0000000,5,0,39,AM,Night
50040,05:00:40.0000000,5,0,40,AM,Night
50041,05:00:41.0000000,5,0,41,AM,Night
50042,05:00:42.0000000,5,0,42,AM,Night
50043,05:00:43.0000000,5,0,43,AM,Night
50044,05:00:44.0000000,5,0,44,AM,Night
50045,05:00:45.0000000,5,0,45,AM,Night
50046,05:00:46.0000000,5,0,46,AM,Night
50047,05:00:47.0000000,5,0,47,AM,Night
50048,05:00:48.0000000,5,0,48,AM,Night
50049,05:00:49.0000000,5,0,49,AM,Night
50050,05:00:50.0000000,5,0,50,AM,Night
50051,05:00:51.0000000,5,0,51,AM,Night
50052,05:00:52.0000000,5,0,52,AM,Night
50053,05:00:53.0000000,5,0,53,AM,Night
50054,05:00:54.0000000,5,0,54,AM,Night
50055,05:00:55.0000000,5,0,55,AM,Night
50056,05:00:56.0000000,5,0,56,AM,Night
50057,05:00:57.0000000,5,0,57,AM,Night
50058,05:00:58.0000000,5,0,58,AM,Night
50059,05:00:59.0000000,5,0,59,AM,Night
50100,05:01:00.0000000,5,1,0,AM,Night
50101,05:01:01.0000000,5,1,1,AM,Night
50102,05:01:02.0000000,5,1,2,AM,Night
50103,05:01:03.0000000,5,1,3,AM,Night
50104,05:01:04.0000000,5,1,4,AM,Night
50105,05:01:05.0000000,5,1,5,AM,Night
50106,05:01:06.0000000,5,1,6,AM,Night
50107,05:01:07.0000000,5,1,7,AM,Night
50108,05:01:08.0000000,5,1,8,AM,Night
50109,05:01:09.0000000,5,1,9,AM,Night
50110,05:01:10.0000000,5,1,10,AM,Night
50111,05:01:11.0000000,5,1,11,AM,Night
50112,05:01:12.0000000,5,1,12,AM,Night
50113,05:01:13.0000000,5,1,13,AM,Night
50114,05:01:14.0000000,5,1,14,AM,Night
50115,05:01:15.0000000,5,1,15,AM,Night
50116,05:01:16.0000000,5,1,16,AM,Night
50117,05:01:17.0000000,5,1,17,AM,Night
50118,05:01:18.0000000,5,1,18,AM,Night
50119,05:01:19.0000000,5,1,19,AM,Night
50120,05:01:20.0000000,5,1,20,AM,Night
50121,05:01:21.0000000,5,1,21,AM,Night
50122,05:01:22.0000000,5,1,22,AM,Night
50123,05:01:23.0000000,5,1,23,AM,Night
50124,05:01:24.0000000,5,1,24,AM,Night
50125,05:01:25.0000000,5,1,25,AM,Night
50126,05:01:26.0000000,5,1,26,AM,Night
50127,05:01:27.0000000,5,1,27,AM,Night
50128,05:01:28.0000000,5,1,28,AM,Night
50129,05:01:29.0000000,5,1,29,AM,Night
50130,05:01:30.0000000,5,1,30,AM,Night
50131,05:01:31.0000000,5,1,31,AM,Night
50132,05:01:32.0000000,5,1,32,AM,Night
50133,05:01:33.0000000,5,1,33,AM,Night
50134,05:01:34.0000000,5,1,34,AM,Night
50135,05:01:35.0000000,5,1,35,AM,Night
50136,05:01:36.0000000,5,1,36,AM,Night
50137,05:01:37.0000000,5,1,37,AM,Night
50138,05:01:38.0000000,5,1,38,AM,Night
50139,05:01:39.0000000,5,1,39,AM,Night
50140,05:01:40.0000000,5,1,40,AM,Night
50141,05:01:41.0000000,5,1,41,AM,Night
50142,05:01:42.0000000,5,1,42,AM,Night
50143,05:01:43.0000000,5,1,43,AM,Night
50144,05:01:44.0000000,5,1,44,AM,Night
50145,05:01:45.0000000,5,1,45,AM,Night
50146,05:01:46.0000000,5,1,46,AM,Night
50147,05:01:47.0000000,5,1,47,AM,Night
50148,05:01:48.0000000,5,1,48,AM,Night
50149,05:01:49.0000000,5,1,49,AM,Night
50150,05:01:50.0000000,5,1,50,AM,Night
50151,05:01:51.0000000,5,1,51,AM,Night
50152,05:01:52.0000000,5,1,52,AM,Night
50153,05:01:53.0000000,5,1,53,AM,Night
50154,05:01:54.0000000,5,1,54,AM,Night
50155,05:01:55.0000000,5,1,55,AM,Night
50156,05:01:56.0000000,5,1,56,AM,Night
50157,05:01:57.0000000,5,1,57,AM,Night
50158,05:01:58.0000000,5,1,58,AM,Night
50159,05:01:59.0000000,5,1,59,AM,Night
50200,05:02:00.0000000,5,2,0,AM,Night
50201,05:02:01.0000000,5,2,1,AM,Night
50202,05:02:02.0000000,5,2,2,AM,Night
50203,05:02:03.0000000,5,2,3,AM,Night
50204,05:02:04.0000000,5,2,4,AM,Night
50205,05:02:05.0000000,5,2,5,AM,Night
50206,05:02:06.0000000,5,2,6,AM,Night
50207,05:02:07.0000000,5,2,7,AM,Night
50208,05:02:08.0000000,5,2,8,AM,Night
50209,05:02:09.0000000,5,2,9,AM,Night
50210,05:02:10.0000000,5,2,10,AM,Night
50211,05:02:11.0000000,5,2,11,AM,Night
50212,05:02:12.0000000,5,2,12,AM,Night
50213,05:02:13.0000000,5,2,13,AM,Night
50214,05:02:14.0000000,5,2,14,AM,Night
50215,05:02:15.0000000,5,2,15,AM,Night
50216,05:02:16.0000000,5,2,16,AM,Night
50217,05:02:17.0000000,5,2,17,AM,Night
50218,05:02:18.0000000,5,2,18,AM,Night
50219,05:02:19.0000000,5,2,19,AM,Night
50220,05:02:20.0000000,5,2,20,AM,Night
50221,05:02:21.0000000,5,2,21,AM,Night
50222,05:02:22.0000000,5,2,22,AM,Night
50223,05:02:23.0000000,5,2,23,AM,Night
50224,05:02:24.0000000,5,2,24,AM,Night
50225,05:02:25.0000000,5,2,25,AM,Night
50226,05:02:26.0000000,5,2,26,AM,Night
50227,05:02:27.0000000,5,2,27,AM,Night
50228,05:02:28.0000000,5,2,28,AM,Night
50229,05:02:29.0000000,5,2,29,AM,Night
50230,05:02:30.0000000,5,2,30,AM,Night
50231,05:02:31.0000000,5,2,31,AM,Night
50232,05:02:32.0000000,5,2,32,AM,Night
50233,05:02:33.0000000,5,2,33,AM,Night
50234,05:02:34.0000000,5,2,34,AM,Night
50235,05:02:35.0000000,5,2,35,AM,Night
50236,05:02:36.0000000,5,2,36,AM,Night
50237,05:02:37.0000000,5,2,37,AM,Night
50238,05:02:38.0000000,5,2,38,AM,Night
50239,05:02:39.0000000,5,2,39,AM,Night
50240,05:02:40.0000000,5,2,40,AM,Night
50241,05:02:41.0000000,5,2,41,AM,Night
50242,05:02:42.0000000,5,2,42,AM,Night
50243,05:02:43.0000000,5,2,43,AM,Night
50244,05:02:44.0000000,5,2,44,AM,Night
50245,05:02:45.0000000,5,2,45,AM,Night
50246,05:02:46.0000000,5,2,46,AM,Night
50247,05:02:47.0000000,5,2,47,AM,Night
50248,05:02:48.0000000,5,2,48,AM,Night
50249,05:02:49.0000000,5,2,49,AM,Night
50250,05:02:50.0000000,5,2,50,AM,Night
50251,05:02:51.0000000,5,2,51,AM,Night
50252,05:02:52.0000000,5,2,52,AM,Night
50253,05:02:53.0000000,5,2,53,AM,Night
50254,05:02:54.0000000,5,2,54,AM,Night
50255,05:02:55.0000000,5,2,55,AM,Night
50256,05:02:56.0000000,5,2,56,AM,Night
50257,05:02:57.0000000,5,2,57,AM,Night
50258,05:02:58.0000000,5,2,58,AM,Night
50259,05:02:59.0000000,5,2,59,AM,Night
50300,05:03:00.0000000,5,3,0,AM,Night
50301,05:03:01.0000000,5,3,1,AM,Night
50302,05:03:02.0000000,5,3,2,AM,Night
50303,05:03:03.0000000,5,3,3,AM,Night
50304,05:03:04.0000000,5,3,4,AM,Night
50305,05:03:05.0000000,5,3,5,AM,Night
50306,05:03:06.0000000,5,3,6,AM,Night
50307,05:03:07.0000000,5,3,7,AM,Night
50308,05:03:08.0000000,5,3,8,AM,Night
50309,05:03:09.0000000,5,3,9,AM,Night
50310,05:03:10.0000000,5,3,10,AM,Night
50311,05:03:11.0000000,5,3,11,AM,Night
50312,05:03:12.0000000,5,3,12,AM,Night
50313,05:03:13.0000000,5,3,13,AM,Night
50314,05:03:14.0000000,5,3,14,AM,Night
50315,05:03:15.0000000,5,3,15,AM,Night
50316,05:03:16.0000000,5,3,16,AM,Night
50317,05:03:17.0000000,5,3,17,AM,Night
50318,05:03:18.0000000,5,3,18,AM,Night
50319,05:03:19.0000000,5,3,19,AM,Night
50320,05:03:20.0000000,5,3,20,AM,Night
50321,05:03:21.0000000,5,3,21,AM,Night
50322,05:03:22.0000000,5,3,22,AM,Night
50323,05:03:23.0000000,5,3,23,AM,Night
50324,05:03:24.0000000,5,3,24,AM,Night
50325,05:03:25.0000000,5,3,25,AM,Night
50326,05:03:26.0000000,5,3,26,AM,Night
50327,05:03:27.0000000,5,3,27,AM,Night
50328,05:03:28.0000000,5,3,28,AM,Night
50329,05:03:29.0000000,5,3,29,AM,Night
50330,05:03:30.0000000,5,3,30,AM,Night
50331,05:03:31.0000000,5,3,31,AM,Night
50332,05:03:32.0000000,5,3,32,AM,Night
50333,05:03:33.0000000,5,3,33,AM,Night
50334,05:03:34.0000000,5,3,34,AM,Night
50335,05:03:35.0000000,5,3,35,AM,Night
50336,05:03:36.0000000,5,3,36,AM,Night
50337,05:03:37.0000000,5,3,37,AM,Night
50338,05:03:38.0000000,5,3,38,AM,Night
50339,05:03:39.0000000,5,3,39,AM,Night
50340,05:03:40.0000000,5,3,40,AM,Night
50341,05:03:41.0000000,5,3,41,AM,Night
50342,05:03:42.0000000,5,3,42,AM,Night
50343,05:03:43.0000000,5,3,43,AM,Night
50344,05:03:44.0000000,5,3,44,AM,Night
50345,05:03:45.0000000,5,3,45,AM,Night
50346,05:03:46.0000000,5,3,46,AM,Night
50347,05:03:47.0000000,5,3,47,AM,Night
50348,05:03:48.0000000,5,3,48,AM,Night
50349,05:03:49.0000000,5,3,49,AM,Night
50350,05:03:50.0000000,5,3,50,AM,Night
50351,05:03:51.0000000,5,3,51,AM,Night
50352,05:03:52.0000000,5,3,52,AM,Night
50353,05:03:53.0000000,5,3,53,AM,Night
50354,05:03:54.0000000,5,3,54,AM,Night
50355,05:03:55.0000000,5,3,55,AM,Night
50356,05:03:56.0000000,5,3,56,AM,Night
50357,05:03:57.0000000,5,3,57,AM,Night
50358,05:03:58.0000000,5,3,58,AM,Night
50359,05:03:59.0000000,5,3,59,AM,Night
50400,05:04:00.0000000,5,4,0,AM,Night
50401,05:04:01.0000000,5,4,1,AM,Night
50402,05:04:02.0000000,5,4,2,AM,Night
50403,05:04:03.0000000,5,4,3,AM,Night
50404,05:04:04.0000000,5,4,4,AM,Night
50405,05:04:05.0000000,5,4,5,AM,Night
50406,05:04:06.0000000,5,4,6,AM,Night
50407,05:04:07.0000000,5,4,7,AM,Night
50408,05:04:08.0000000,5,4,8,AM,Night
50409,05:04:09.0000000,5,4,9,AM,Night
50410,05:04:10.0000000,5,4,10,AM,Night
50411,05:04:11.0000000,5,4,11,AM,Night
50412,05:04:12.0000000,5,4,12,AM,Night
50413,05:04:13.0000000,5,4,13,AM,Night
50414,05:04:14.0000000,5,4,14,AM,Night
50415,05:04:15.0000000,5,4,15,AM,Night
50416,05:04:16.0000000,5,4,16,AM,Night
50417,05:04:17.0000000,5,4,17,AM,Night
50418,05:04:18.0000000,5,4,18,AM,Night
50419,05:04:19.0000000,5,4,19,AM,Night
50420,05:04:20.0000000,5,4,20,AM,Night
50421,05:04:21.0000000,5,4,21,AM,Night
50422,05:04:22.0000000,5,4,22,AM,Night
50423,05:04:23.0000000,5,4,23,AM,Night
50424,05:04:24.0000000,5,4,24,AM,Night
50425,05:04:25.0000000,5,4,25,AM,Night
50426,05:04:26.0000000,5,4,26,AM,Night
50427,05:04:27.0000000,5,4,27,AM,Night
50428,05:04:28.0000000,5,4,28,AM,Night
50429,05:04:29.0000000,5,4,29,AM,Night
50430,05:04:30.0000000,5,4,30,AM,Night
50431,05:04:31.0000000,5,4,31,AM,Night
50432,05:04:32.0000000,5,4,32,AM,Night
50433,05:04:33.0000000,5,4,33,AM,Night
50434,05:04:34.0000000,5,4,34,AM,Night
50435,05:04:35.0000000,5,4,35,AM,Night
50436,05:04:36.0000000,5,4,36,AM,Night
50437,05:04:37.0000000,5,4,37,AM,Night
50438,05:04:38.0000000,5,4,38,AM,Night
50439,05:04:39.0000000,5,4,39,AM,Night
50440,05:04:40.0000000,5,4,40,AM,Night
50441,05:04:41.0000000,5,4,41,AM,Night
50442,05:04:42.0000000,5,4,42,AM,Night
50443,05:04:43.0000000,5,4,43,AM,Night
50444,05:04:44.0000000,5,4,44,AM,Night
50445,05:04:45.0000000,5,4,45,AM,Night
50446,05:04:46.0000000,5,4,46,AM,Night
50447,05:04:47.0000000,5,4,47,AM,Night
50448,05:04:48.0000000,5,4,48,AM,Night
50449,05:04:49.0000000,5,4,49,AM,Night
50450,05:04:50.0000000,5,4,50,AM,Night
50451,05:04:51.0000000,5,4,51,AM,Night
50452,05:04:52.0000000,5,4,52,AM,Night
50453,05:04:53.0000000,5,4,53,AM,Night
50454,05:04:54.0000000,5,4,54,AM,Night
50455,05:04:55.0000000,5,4,55,AM,Night
50456,05:04:56.0000000,5,4,56,AM,Night
50457,05:04:57.0000000,5,4,57,AM,Night
50458,05:04:58.0000000,5,4,58,AM,Night
50459,05:04:59.0000000,5,4,59,AM,Night
50500,05:05:00.0000000,5,5,0,AM,Night
50501,05:05:01.0000000,5,5,1,AM,Night
50502,05:05:02.0000000,5,5,2,AM,Night
50503,05:05:03.0000000,5,5,3,AM,Night
50504,05:05:04.0000000,5,5,4,AM,Night
50505,05:05:05.0000000,5,5,5,AM,Night
50506,05:05:06.0000000,5,5,6,AM,Night
50507,05:05:07.0000000,5,5,7,AM,Night
50508,05:05:08.0000000,5,5,8,AM,Night
50509,05:05:09.0000000,5,5,9,AM,Night
50510,05:05:10.0000000,5,5,10,AM,Night
50511,05:05:11.0000000,5,5,11,AM,Night
50512,05:05:12.0000000,5,5,12,AM,Night
50513,05:05:13.0000000,5,5,13,AM,Night
50514,05:05:14.0000000,5,5,14,AM,Night
50515,05:05:15.0000000,5,5,15,AM,Night
50516,05:05:16.0000000,5,5,16,AM,Night
50517,05:05:17.0000000,5,5,17,AM,Night
50518,05:05:18.0000000,5,5,18,AM,Night
50519,05:05:19.0000000,5,5,19,AM,Night
50520,05:05:20.0000000,5,5,20,AM,Night
50521,05:05:21.0000000,5,5,21,AM,Night
50522,05:05:22.0000000,5,5,22,AM,Night
50523,05:05:23.0000000,5,5,23,AM,Night
50524,05:05:24.0000000,5,5,24,AM,Night
50525,05:05:25.0000000,5,5,25,AM,Night
50526,05:05:26.0000000,5,5,26,AM,Night
50527,05:05:27.0000000,5,5,27,AM,Night
50528,05:05:28.0000000,5,5,28,AM,Night
50529,05:05:29.0000000,5,5,29,AM,Night
50530,05:05:30.0000000,5,5,30,AM,Night
50531,05:05:31.0000000,5,5,31,AM,Night
50532,05:05:32.0000000,5,5,32,AM,Night
50533,05:05:33.0000000,5,5,33,AM,Night
50534,05:05:34.0000000,5,5,34,AM,Night
50535,05:05:35.0000000,5,5,35,AM,Night
50536,05:05:36.0000000,5,5,36,AM,Night
50537,05:05:37.0000000,5,5,37,AM,Night
50538,05:05:38.0000000,5,5,38,AM,Night
50539,05:05:39.0000000,5,5,39,AM,Night
50540,05:05:40.0000000,5,5,40,AM,Night
50541,05:05:41.0000000,5,5,41,AM,Night
50542,05:05:42.0000000,5,5,42,AM,Night
50543,05:05:43.0000000,5,5,43,AM,Night
50544,05:05:44.0000000,5,5,44,AM,Night
50545,05:05:45.0000000,5,5,45,AM,Night
50546,05:05:46.0000000,5,5,46,AM,Night
50547,05:05:47.0000000,5,5,47,AM,Night
50548,05:05:48.0000000,5,5,48,AM,Night
50549,05:05:49.0000000,5,5,49,AM,Night
50550,05:05:50.0000000,5,5,50,AM,Night
50551,05:05:51.0000000,5,5,51,AM,Night
50552,05:05:52.0000000,5,5,52,AM,Night
50553,05:05:53.0000000,5,5,53,AM,Night
50554,05:05:54.0000000,5,5,54,AM,Night
50555,05:05:55.0000000,5,5,55,AM,Night
50556,05:05:56.0000000,5,5,56,AM,Night
50557,05:05:57.0000000,5,5,57,AM,Night
50558,05:05:58.0000000,5,5,58,AM,Night
50559,05:05:59.0000000,5,5,59,AM,Night
50600,05:06:00.0000000,5,6,0,AM,Night
50601,05:06:01.0000000,5,6,1,AM,Night
50602,05:06:02.0000000,5,6,2,AM,Night
50603,05:06:03.0000000,5,6,3,AM,Night
50604,05:06:04.0000000,5,6,4,AM,Night
50605,05:06:05.0000000,5,6,5,AM,Night
50606,05:06:06.0000000,5,6,6,AM,Night
50607,05:06:07.0000000,5,6,7,AM,Night
50608,05:06:08.0000000,5,6,8,AM,Night
50609,05:06:09.0000000,5,6,9,AM,Night
50610,05:06:10.0000000,5,6,10,AM,Night
50611,05:06:11.0000000,5,6,11,AM,Night
50612,05:06:12.0000000,5,6,12,AM,Night
50613,05:06:13.0000000,5,6,13,AM,Night
50614,05:06:14.0000000,5,6,14,AM,Night
50615,05:06:15.0000000,5,6,15,AM,Night
50616,05:06:16.0000000,5,6,16,AM,Night
50617,05:06:17.0000000,5,6,17,AM,Night
50618,05:06:18.0000000,5,6,18,AM,Night
50619,05:06:19.0000000,5,6,19,AM,Night
50620,05:06:20.0000000,5,6,20,AM,Night
50621,05:06:21.0000000,5,6,21,AM,Night
50622,05:06:22.0000000,5,6,22,AM,Night
50623,05:06:23.0000000,5,6,23,AM,Night
50624,05:06:24.0000000,5,6,24,AM,Night
50625,05:06:25.0000000,5,6,25,AM,Night
50626,05:06:26.0000000,5,6,26,AM,Night
50627,05:06:27.0000000,5,6,27,AM,Night
50628,05:06:28.0000000,5,6,28,AM,Night
50629,05:06:29.0000000,5,6,29,AM,Night
50630,05:06:30.0000000,5,6,30,AM,Night
50631,05:06:31.0000000,5,6,31,AM,Night
50632,05:06:32.0000000,5,6,32,AM,Night
50633,05:06:33.0000000,5,6,33,AM,Night
50634,05:06:34.0000000,5,6,34,AM,Night
50635,05:06:35.0000000,5,6,35,AM,Night
50636,05:06:36.0000000,5,6,36,AM,Night
50637,05:06:37.0000000,5,6,37,AM,Night
50638,05:06:38.0000000,5,6,38,AM,Night
50639,05:06:39.0000000,5,6,39,AM,Night
50640,05:06:40.0000000,5,6,40,AM,Night
50641,05:06:41.0000000,5,6,41,AM,Night
50642,05:06:42.0000000,5,6,42,AM,Night
50643,05:06:43.0000000,5,6,43,AM,Night
50644,05:06:44.0000000,5,6,44,AM,Night
50645,05:06:45.0000000,5,6,45,AM,Night
50646,05:06:46.0000000,5,6,46,AM,Night
50647,05:06:47.0000000,5,6,47,AM,Night
50648,05:06:48.0000000,5,6,48,AM,Night
50649,05:06:49.0000000,5,6,49,AM,Night
50650,05:06:50.0000000,5,6,50,AM,Night
50651,05:06:51.0000000,5,6,51,AM,Night
50652,05:06:52.0000000,5,6,52,AM,Night
50653,05:06:53.0000000,5,6,53,AM,Night
50654,05:06:54.0000000,5,6,54,AM,Night
50655,05:06:55.0000000,5,6,55,AM,Night
50656,05:06:56.0000000,5,6,56,AM,Night
50657,05:06:57.0000000,5,6,57,AM,Night
50658,05:06:58.0000000,5,6,58,AM,Night
50659,05:06:59.0000000,5,6,59,AM,Night
50700,05:07:00.0000000,5,7,0,AM,Night
50701,05:07:01.0000000,5,7,1,AM,Night
50702,05:07:02.0000000,5,7,2,AM,Night
50703,05:07:03.0000000,5,7,3,AM,Night
50704,05:07:04.0000000,5,7,4,AM,Night
50705,05:07:05.0000000,5,7,5,AM,Night
50706,05:07:06.0000000,5,7,6,AM,Night
50707,05:07:07.0000000,5,7,7,AM,Night
50708,05:07:08.0000000,5,7,8,AM,Night
50709,05:07:09.0000000,5,7,9,AM,Night
50710,05:07:10.0000000,5,7,10,AM,Night
50711,05:07:11.0000000,5,7,11,AM,Night
50712,05:07:12.0000000,5,7,12,AM,Night
50713,05:07:13.0000000,5,7,13,AM,Night
50714,05:07:14.0000000,5,7,14,AM,Night
50715,05:07:15.0000000,5,7,15,AM,Night
50716,05:07:16.0000000,5,7,16,AM,Night
50717,05:07:17.0000000,5,7,17,AM,Night
50718,05:07:18.0000000,5,7,18,AM,Night
50719,05:07:19.0000000,5,7,19,AM,Night
50720,05:07:20.0000000,5,7,20,AM,Night
50721,05:07:21.0000000,5,7,21,AM,Night
50722,05:07:22.0000000,5,7,22,AM,Night
50723,05:07:23.0000000,5,7,23,AM,Night
50724,05:07:24.0000000,5,7,24,AM,Night
50725,05:07:25.0000000,5,7,25,AM,Night
50726,05:07:26.0000000,5,7,26,AM,Night
50727,05:07:27.0000000,5,7,27,AM,Night
50728,05:07:28.0000000,5,7,28,AM,Night
50729,05:07:29.0000000,5,7,29,AM,Night
50730,05:07:30.0000000,5,7,30,AM,Night
50731,05:07:31.0000000,5,7,31,AM,Night
50732,05:07:32.0000000,5,7,32,AM,Night
50733,05:07:33.0000000,5,7,33,AM,Night
50734,05:07:34.0000000,5,7,34,AM,Night
50735,05:07:35.0000000,5,7,35,AM,Night
50736,05:07:36.0000000,5,7,36,AM,Night
50737,05:07:37.0000000,5,7,37,AM,Night
50738,05:07:38.0000000,5,7,38,AM,Night
50739,05:07:39.0000000,5,7,39,AM,Night
50740,05:07:40.0000000,5,7,40,AM,Night
50741,05:07:41.0000000,5,7,41,AM,Night
50742,05:07:42.0000000,5,7,42,AM,Night
50743,05:07:43.0000000,5,7,43,AM,Night
50744,05:07:44.0000000,5,7,44,AM,Night
50745,05:07:45.0000000,5,7,45,AM,Night
50746,05:07:46.0000000,5,7,46,AM,Night
50747,05:07:47.0000000,5,7,47,AM,Night
50748,05:07:48.0000000,5,7,48,AM,Night
50749,05:07:49.0000000,5,7,49,AM,Night
50750,05:07:50.0000000,5,7,50,AM,Night
50751,05:07:51.0000000,5,7,51,AM,Night
50752,05:07:52.0000000,5,7,52,AM,Night
50753,05:07:53.0000000,5,7,53,AM,Night
50754,05:07:54.0000000,5,7,54,AM,Night
50755,05:07:55.0000000,5,7,55,AM,Night
50756,05:07:56.0000000,5,7,56,AM,Night
50757,05:07:57.0000000,5,7,57,AM,Night
50758,05:07:58.0000000,5,7,58,AM,Night
50759,05:07:59.0000000,5,7,59,AM,Night
50800,05:08:00.0000000,5,8,0,AM,Night
50801,05:08:01.0000000,5,8,1,AM,Night
50802,05:08:02.0000000,5,8,2,AM,Night
50803,05:08:03.0000000,5,8,3,AM,Night
50804,05:08:04.0000000,5,8,4,AM,Night
50805,05:08:05.0000000,5,8,5,AM,Night
50806,05:08:06.0000000,5,8,6,AM,Night
50807,05:08:07.0000000,5,8,7,AM,Night
50808,05:08:08.0000000,5,8,8,AM,Night
50809,05:08:09.0000000,5,8,9,AM,Night
50810,05:08:10.0000000,5,8,10,AM,Night
50811,05:08:11.0000000,5,8,11,AM,Night
50812,05:08:12.0000000,5,8,12,AM,Night
50813,05:08:13.0000000,5,8,13,AM,Night
50814,05:08:14.0000000,5,8,14,AM,Night
50815,05:08:15.0000000,5,8,15,AM,Night
50816,05:08:16.0000000,5,8,16,AM,Night
50817,05:08:17.0000000,5,8,17,AM,Night
50818,05:08:18.0000000,5,8,18,AM,Night
50819,05:08:19.0000000,5,8,19,AM,Night
50820,05:08:20.0000000,5,8,20,AM,Night
50821,05:08:21.0000000,5,8,21,AM,Night
50822,05:08:22.0000000,5,8,22,AM,Night
50823,05:08:23.0000000,5,8,23,AM,Night
50824,05:08:24.0000000,5,8,24,AM,Night
50825,05:08:25.0000000,5,8,25,AM,Night
50826,05:08:26.0000000,5,8,26,AM,Night
50827,05:08:27.0000000,5,8,27,AM,Night
50828,05:08:28.0000000,5,8,28,AM,Night
50829,05:08:29.0000000,5,8,29,AM,Night
50830,05:08:30.0000000,5,8,30,AM,Night
50831,05:08:31.0000000,5,8,31,AM,Night
50832,05:08:32.0000000,5,8,32,AM,Night
50833,05:08:33.0000000,5,8,33,AM,Night
50834,05:08:34.0000000,5,8,34,AM,Night
50835,05:08:35.0000000,5,8,35,AM,Night
50836,05:08:36.0000000,5,8,36,AM,Night
50837,05:08:37.0000000,5,8,37,AM,Night
50838,05:08:38.0000000,5,8,38,AM,Night
50839,05:08:39.0000000,5,8,39,AM,Night
50840,05:08:40.0000000,5,8,40,AM,Night
