time_key,full_time,hour,minute,second,period,shift
130407,13:04:07.0000000,13,4,7,PM,Afternoon
130408,13:04:08.0000000,13,4,8,PM,Afternoon
130409,13:04:09.0000000,13,4,9,PM,Afternoon
130410,13:04:10.0000000,13,4,10,PM,Afternoon
130411,13:04:11.0000000,13,4,11,PM,Afternoon
130412,13:04:12.0000000,13,4,12,PM,Afternoon
130413,13:04:13.0000000,13,4,13,PM,Afternoon
130414,13:04:14.0000000,13,4,14,PM,Afternoon
130415,13:04:15.0000000,13,4,15,PM,Afternoon
130416,13:04:16.0000000,13,4,16,PM,Afternoon
130417,13:04:17.0000000,13,4,17,PM,Afternoon
130418,13:04:18.0000000,13,4,18,PM,Afternoon
130419,13:04:19.0000000,13,4,19,PM,Afternoon
130420,13:04:20.0000000,13,4,20,PM,Afternoon
130421,13:04:21.0000000,13,4,21,PM,Afternoon
130422,13:04:22.0000000,13,4,22,PM,Afternoon
130423,13:04:23.0000000,13,4,23,PM,Afternoon
130424,13:04:24.0000000,13,4,24,PM,Afternoon
130425,13:04:25.0000000,13,4,25,PM,Afternoon
130426,13:04:26.0000000,13,4,26,PM,Afternoon
130427,13:04:27.0000000,13,4,27,PM,Afternoon
130428,13:04:28.0000000,13,4,28,PM,Afternoon
130429,13:04:29.0000000,13,4,29,PM,Afternoon
130430,13:04:30.0000000,13,4,30,PM,Afternoon
130431,13:04:31.0000000,13,4,31,PM,Afternoon
130432,13:04:32.0000000,13,4,32,PM,Afternoon
130433,13:04:33.0000000,13,4,33,PM,Afternoon
130434,13:04:34.0000000,13,4,34,PM,Afternoon
130435,13:04:35.0000000,13,4,35,PM,Afternoon
130436,13:04:36.0000000,13,4,36,PM,Afternoon
130437,13:04:37.0000000,13,4,37,PM,Afternoon
130438,13:04:38.0000000,13,4,38,PM,Afternoon
130439,13:04:39.0000000,13,4,39,PM,Afternoon
130440,13:04:40.0000000,13,4,40,PM,Afternoon
130441,13:04:41.0000000,13,4,41,PM,Afternoon
130442,13:04:42.0000000,13,4,42,PM,Afternoon
130443,13:04:43.0000000,13,4,43,PM,Afternoon
130444,13:04:44.0000000,13,4,44,PM,Afternoon
130445,13:04:45.0000000,13,4,45,PM,Afternoon
130446,13:04:46.0000000,13,4,46,PM,Afternoon
130447,13:04:47.0000000,13,4,47,PM,Afternoon
130448,13:04:48.0000000,13,4,48,PM,Afternoon
130449,13:04:49.0000000,13,4,49,PM,Afternoon
130450,13:04:50.0000000,13,4,50,PM,Afternoon
130451,13:04:51.0000000,13,4,51,PM,Afternoon
130452,13:04:52.0000000,13,4,52,PM,Afternoon
130453,13:04:53.0000000,13,4,53,PM,Afternoon
130454,13:04:54.0000000,13,4,54,PM,Afternoon
130455,13:04:55.0000000,13,4,55,PM,Afternoon
130456,13:04:56.0000000,13,4,56,PM,Afternoon
130457,13:04:57.0000000,13,4,57,PM,Afternoon
130458,13:04:58.0000000,13,4,58,PM,Afternoon
130459,13:04:59.0000000,13,4,59,PM,Afternoon
130500,13:05:00.0000000,13,5,0,PM,Afternoon
130501,13:05:01.0000000,13,5,1,PM,Afternoon
130502,13:05:02.0000000,13,5,2,PM,Afternoon
130503,13:05:03.0000000,13,5,3,PM,Afternoon
130504,13:05:04.0000000,13,5,4,PM,Afternoon
130505,13:05:05.0000000,13,5,5,PM,Afternoon
130506,13:05:06.0000000,13,5,6,PM,Afternoon
130507,13:05:07.0000000,13,5,7,PM,Afternoon
130508,13:05:08.0000000,13,5,8,PM,Afternoon
130509,13:05:09.0000000,13,5,9,PM,Afternoon
130510,13:05:10.0000000,13,5,10,PM,Afternoon
130511,13:05:11.0000000,13,5,11,PM,Afternoon
130512,13:05:12.0000000,13,5,12,PM,Afternoon
130513,13:05:13.0000000,13,5,13,PM,Afternoon
130514,13:05:14.0000000,13,5,14,PM,Afternoon
130515,13:05:15.0000000,13,5,15,PM,Afternoon
130516,13:05:16.0000000,13,5,16,PM,Afternoon
130517,13:05:17.0000000,13,5,17,PM,Afternoon
130518,13:05:18.0000000,13,5,18,PM,Afternoon
130519,13:05:19.0000000,13,5,19,PM,Afternoon
130520,13:05:20.0000000,13,5,20,PM,Afternoon
130521,13:05:21.0000000,13,5,21,PM,Afternoon
130522,13:05:22.0000000,13,5,22,PM,Afternoon
130523,13:05:23.0000000,13,5,23,PM,Afternoon
130524,13:05:24.0000000,13,5,24,PM,Afternoon
130525,13:05:25.0000000,13,5,25,PM,Afternoon
130526,13:05:26.0000000,13,5,26,PM,Afternoon
130527,13:05:27.0000000,13,5,27,PM,Afternoon
130528,13:05:28.0000000,13,5,28,PM,Afternoon
130529,13:05:29.0000000,13,5,29,PM,Afternoon
130530,13:05:30.0000000,13,5,30,PM,Afternoon
130531,13:05:31.0000000,13,5,31,PM,Afternoon
130532,13:05:32.0000000,13,5,32,PM,Afternoon
130533,13:05:33.0000000,13,5,33,PM,Afternoon
130534,13:05:34.0000000,13,5,34,PM,Afternoon
130535,13:05:35.0000000,13,5,35,PM,Afternoon
130536,13:05:36.0000000,13,5,36,PM,Afternoon
130537,13:05:37.0000000,13,5,37,PM,Afternoon
130538,13:05:38.0000000,13,5,38,PM,Afternoon
130539,13:05:39.0000000,13,5,39,PM,Afternoon
130540,13:05:40.0000000,13,5,40,PM,Afternoon
130541,13:05:41.0000000,13,5,41,PM,Afternoon
130542,13:05:42.0000000,13,5,42,PM,Afternoon
130543,13:05:43.0000000,13,5,43,PM,Afternoon
130544,13:05:44.0000000,13,5,44,PM,Afternoon
130545,13:05:45.0000000,13,5,45,PM,Afternoon
130546,13:05:46.0000000,13,5,46,PM,Afternoon
130547,13:05:47.0000000,13,5,47,PM,Afternoon
130548,13:05:48.0000000,13,5,48,PM,Afternoon
130549,13:05:49.0000000,13,5,49,PM,Afternoon
130550,13:05:50.0000000,13,5,50,PM,Afternoon
130551,13:05:51.0000000,13,5,51,PM,Afternoon
130552,13:05:52.0000000,13,5,52,PM,Afternoon
130553,13:05:53.0000000,13,5,53,PM,Afternoon
130554,13:05:54.0000000,13,5,54,PM,Afternoon
130555,13:05:55.0000000,13,5,55,PM,Afternoon
130556,13:05:56.0000000,13,5,56,PM,Afternoon
130557,13:05:57.0000000,13,5,57,PM,Afternoon
130558,13:05:58.0000000,13,5,58,PM,Afternoon
130559,13:05:59.0000000,13,5,59,PM,Afternoon
130600,13:06:00.0000000,13,6,0,PM,Afternoon
130601,13:06:01.0000000,13,6,1,PM,Afternoon
130602,13:06:02.0000000,13,6,2,PM,Afternoon
130603,13:06:03.0000000,13,6,3,PM,Afternoon
130604,13:06:04.0000000,13,6,4,PM,Afternoon
130605,13:06:05.0000000,13,6,5,PM,Afternoon
130606,13:06:06.0000000,13,6,6,PM,Afternoon
130607,13:06:07.0000000,13,6,7,PM,Afternoon
130608,13:06:08.0000000,13,6,8,PM,Afternoon
130609,13:06:09.0000000,13,6,9,PM,Afternoon
130610,13:06:10.0000000,13,6,10,PM,Afternoon
130611,13:06:11.0000000,13,6,11,PM,Afternoon
130612,13:06:12.0000000,13,6,12,PM,Afternoon
130613,13:06:13.0000000,13,6,13,PM,Afternoon
130614,13:06:14.0000000,13,6,14,PM,Afternoon
130615,13:06:15.0000000,13,6,15,PM,Afternoon
130616,13:06:16.0000000,13,6,16,PM,Afternoon
130617,13:06:17.0000000,13,6,17,PM,Afternoon
130618,13:06:18.0000000,13,6,18,PM,Afternoon
130619,13:06:19.0000000,13,6,19,PM,Afternoon
130620,13:06:20.0000000,13,6,20,PM,Afternoon
130621,13:06:21.0000000,13,6,21,PM,Afternoon
130622,13:06:22.0000000,13,6,22,PM,Afternoon
130623,13:06:23.0000000,13,6,23,PM,Afternoon
130624,13:06:24.0000000,13,6,24,PM,Afternoon
130625,13:06:25.0000000,13,6,25,PM,Afternoon
130626,13:06:26.0000000,13,6,26,PM,Afternoon
130627,13:06:27.0000000,13,6,27,PM,Afternoon
130628,13:06:28.0000000,13,6,28,PM,Afternoon
130629,13:06:29.0000000,13,6,29,PM,Afternoon
130630,13:06:30.0000000,13,6,30,PM,Afternoon
130631,13:06:31.0000000,13,6,31,PM,Afternoon
130632,13:06:32.0000000,13,6,32,PM,Afternoon
130633,13:06:33.0000000,13,6,33,PM,Afternoon
130634,13:06:34.0000000,13,6,34,PM,Afternoon
130635,13:06:35.0000000,13,6,35,PM,Afternoon
130636,13:06:36.0000000,13,6,36,PM,Afternoon
130637,13:06:37.0000000,13,6,37,PM,Afternoon
130638,13:06:38.0000000,13,6,38,PM,Afternoon
130639,13:06:39.0000000,13,6,39,PM,Afternoon
130640,13:06:40.0000000,13,6,40,PM,Afternoon
130641,13:06:41.0000000,13,6,41,PM,Afternoon
130642,13:06:42.0000000,13,6,42,PM,Afternoon
130643,13:06:43.0000000,13,6,43,PM,Afternoon
130644,13:06:44.0000000,13,6,44,PM,Afternoon
130645,13:06:45.0000000,13,6,45,PM,Afternoon
130646,13:06:46.0000000,13,6,46,PM,Afternoon
130647,13:06:47.0000000,13,6,47,PM,Afternoon
130648,13:06:48.0000000,13,6,48,PM,Afternoon
130649,13:06:49.0000000,13,6,49,PM,Afternoon
130650,13:06:50.0000000,13,6,50,PM,Afternoon
130651,13:06:51.0000000,13,6,51,PM,Afternoon
130652,13:06:52.0000000,13,6,52,PM,Afternoon
130653,13:06:53.0000000,13,6,53,PM,Afternoon
130654,13:06:54.0000000,13,6,54,PM,Afternoon
130655,13:06:55.0000000,13,6,55,PM,Afternoon
130656,13:06:56.0000000,13,6,56,PM,Afternoon
130657,13:06:57.0000000,13,6,57,PM,Afternoon
130658,13:06:58.0000000,13,6,58,PM,Afternoon
130659,13:06:59.0000000,13,6,59,PM,Afternoon
130700,13:07:00.0000000,13,7,0,PM,Afternoon
130701,13:07:01.0000000,13,7,1,PM,Afternoon
130702,13:07:02.0000000,13,7,2,PM,Afternoon
130703,13:07:03.0000000,13,7,3,PM,Afternoon
130704,13:07:04.0000000,13,7,4,PM,Afternoon
130705,13:07:05.0000000,13,7,5,PM,Afternoon
130706,13:07:06.0000000,13,7,6,PM,Afternoon
130707,13:07:07.0000000,13,7,7,PM,Afternoon
130708,13:07:08.0000000,13,7,8,PM,Afternoon
130709,13:07:09.0000000,13,7,9,PM,Afternoon
130710,13:07:10.0000000,13,7,10,PM,Afternoon
130711,13:07:11.0000000,13,7,11,PM,Afternoon
130712,13:07:12.0000000,13,7,12,PM,Afternoon
130713,13:07:13.0000000,13,7,13,PM,Afternoon
130714,13:07:14.0000000,13,7,14,PM,Afternoon
130715,13:07:15.0000000,13,7,15,PM,Afternoon
130716,13:07:16.0000000,13,7,16,PM,Afternoon
130717,13:07:17.0000000,13,7,17,PM,Afternoon
130718,13:07:18.0000000,13,7,18,PM,Afternoon
130719,13:07:19.0000000,13,7,19,PM,Afternoon
130720,13:07:20.0000000,13,7,20,PM,Afternoon
130721,13:07:21.0000000,13,7,21,PM,Afternoon
130722,13:07:22.0000000,13,7,22,PM,Afternoon
130723,13:07:23.0000000,13,7,23,PM,Afternoon
130724,13:07:24.0000000,13,7,24,PM,Afternoon
130725,13:07:25.0000000,13,7,25,PM,Afternoon
130726,13:07:26.0000000,13,7,26,PM,Afternoon
130727,13:07:27.0000000,13,7,27,PM,Afternoon
130728,13:07:28.0000000,13,7,28,PM,Afternoon
130729,13:07:29.0000000,13,7,29,PM,Afternoon
130730,13:07:30.0000000,13,7,30,PM,Afternoon
130731,13:07:31.0000000,13,7,31,PM,Afternoon
130732,13:07:32.0000000,13,7,32,PM,Afternoon
130733,13:07:33.0000000,13,7,33,PM,Afternoon
130734,13:07:34.0000000,13,7,34,PM,Afternoon
130735,13:07:35.0000000,13,7,35,PM,Afternoon
130736,13:07:36.0000000,13,7,36,PM,Afternoon
130737,13:07:37.0000000,13,7,37,PM,Afternoon
130738,13:07:38.0000000,13,7,38,PM,Afternoon
130739,13:07:39.0000000,13,7,39,PM,Afternoon
130740,13:07:40.0000000,13,7,40,PM,Afternoon
130741,13:07:41.0000000,13,7,41,PM,Afternoon
130742,13:07:42.0000000,13,7,42,PM,Afternoon
130743,13:07:43.0000000,13,7,43,PM,Afternoon
130744,13:07:44.0000000,13,7,44,PM,Afternoon
130745,13:07:45.0000000,13,7,45,PM,Afternoon
130746,13:07:46.0000000,13,7,46,PM,Afternoon
130747,13:07:47.0000000,13,7,47,PM,Afternoon
130748,13:07:48.0000000,13,7,48,PM,Afternoon
130749,13:07:49.0000000,13,7,49,PM,Afternoon
130750,13:07:50.0000000,13,7,50,PM,Afternoon
130751,13:07:51.0000000,13,7,51,PM,Afternoon
130752,13:07:52.0000000,13,7,52,PM,Afternoon
130753,13:07:53.0000000,13,7,53,PM,Afternoon
130754,13:07:54.0000000,13,7,54,PM,Afternoon
130755,13:07:55.0000000,13,7,55,PM,Afternoon
130756,13:07:56.0000000,13,7,56,PM,Afternoon
130757,13:07:57.0000000,13,7,57,PM,Afternoon
130758,13:07:58.0000000,13,7,58,PM,Afternoon
130759,13:07:59.0000000,13,7,59,PM,Afternoon
130800,13:08:00.0000000,13,8,0,PM,Afternoon
130801,13:08:01.0000000,13,8,1,PM,Afternoon
130802,13:08:02.0000000,13,8,2,PM,Afternoon
130803,13:08:03.0000000,13,8,3,PM,Afternoon
130804,13:08:04.0000000,13,8,4,PM,Afternoon
130805,13:08:05.0000000,13,8,5,PM,Afternoon
130806,13:08:06.0000000,13,8,6,PM,Afternoon
130807,13:08:07.0000000,13,8,7,PM,Afternoon
130808,13:08:08.0000000,13,8,8,PM,Afternoon
130809,13:08:09.0000000,13,8,9,PM,Afternoon
130810,13:08:10.0000000,13,8,10,PM,Afternoon
130811,13:08:11.0000000,13,8,11,PM,Afternoon
130812,13:08:12.0000000,13,8,12,PM,Afternoon
130813,13:08:13.0000000,13,8,13,PM,Afternoon
130814,13:08:14.0000000,13,8,14,PM,Afternoon
130815,13:08:15.0000000,13,8,15,PM,Afternoon
130816,13:08:16.0000000,13,8,16,PM,Afternoon
130817,13:08:17.0000000,13,8,17,PM,Afternoon
130818,13:08:18.0000000,13,8,18,PM,Afternoon
130819,13:08:19.0000000,13,8,19,PM,Afternoon
130820,13:08:20.0000000,13,8,20,PM,Afternoon
130821,13:08:21.0000000,13,8,21,PM,Afternoon
130822,13:08:22.0000000,13,8,22,PM,Afternoon
130823,13:08:23.0000000,13,8,23,PM,Afternoon
130824,13:08:24.0000000,13,8,24,PM,Afternoon
130825,13:08:25.0000000,13,8,25,PM,Afternoon
130826,13:08:26.0000000,13,8,26,PM,Afternoon
130827,13:08:27.0000000,13,8,27,PM,Afternoon
130828,13:08:28.0000000,13,8,28,PM,Afternoon
130829,13:08:29.0000000,13,8,29,PM,Afternoon
130830,13:08:30.0000000,13,8,30,PM,Afternoon
130831,13:08:31.0000000,13,8,31,PM,Afternoon
130832,13:08:32.0000000,13,8,32,PM,Afternoon
130833,13:08:33.0000000,13,8,33,PM,Afternoon
130834,13:08:34.0000000,13,8,34,PM,Afternoon
130835,13:08:35.0000000,13,8,35,PM,Afternoon
130836,13:08:36.0000000,13,8,36,PM,Afternoon
130837,13:08:37.0000000,13,8,37,PM,Afternoon
130838,13:08:38.0000000,13,8,38,PM,Afternoon
130839,13:08:39.0000000,13,8,39,PM,Afternoon
130840,13:08:40.0000000,13,8,40,PM,Afternoon
130841,13:08:41.0000000,13,8,41,PM,Afternoon
130842,13:08:42.0000000,13,8,42,PM,Afternoon
130843,13:08:43.0000000,13,8,43,PM,Afternoon
130844,13:08:44.0000000,13,8,44,PM,Afternoon
130845,13:08:45.0000000,13,8,45,PM,Afternoon
130846,13:08:46.0000000,13,8,46,PM,Afternoon
130847,13:08:47.0000000,13,8,47,PM,Afternoon
130848,13:08:48.0000000,13,8,48,PM,Afternoon
130849,13:08:49.0000000,13,8,49,PM,Afternoon
130850,13:08:50.0000000,13,8,50,PM,Afternoon
130851,13:08:51.0000000,13,8,51,PM,Afternoon
130852,13:08:52.0000000,13,8,52,PM,Afternoon
130853,13:08:53.0000000,13,8,53,PM,Afternoon
130854,13:08:54.0000000,13,8,54,PM,Afternoon
130855,13:08:55.0000000,13,8,55,PM,Afternoon
130856,13:08:56.0000000,13,8,56,PM,Afternoon
130857,13:08:57.0000000,13,8,57,PM,Afternoon
130858,13:08:58.0000000,13,8,58,PM,Afternoon
130859,13:08:59.0000000,13,8,59,PM,Afternoon
130900,13:09:00.0000000,13,9,0,PM,Afternoon
130901,13:09:01.0000000,13,9,1,PM,Afternoon
130902,13:09:02.0000000,13,9,2,PM,Afternoon
130903,13:09:03.0000000,13,9,3,PM,Afternoon
130904,13:09:04.0000000,13,9,4,PM,Afternoon
130905,13:09:05.0000000,13,9,5,PM,Afternoon
130906,13:09:06.0000000,13,9,6,PM,Afternoon
130907,13:09:07.0000000,13,9,7,PM,Afternoon
130908,13:09:08.0000000,13,9,8,PM,Afternoon
130909,13:09:09.0000000,13,9,9,PM,Afternoon
130910,13:09:10.0000000,13,9,10,PM,Afternoon
130911,13:09:11.0000000,13,9,11,PM,Afternoon
130912,13:09:12.0000000,13,9,12,PM,Afternoon
130913,13:09:13.0000000,13,9,13,PM,Afternoon
130914,13:09:14.0000000,13,9,14,PM,Afternoon
130915,13:09:15.0000000,13,9,15,PM,Afternoon
130916,13:09:16.0000000,13,9,16,PM,Afternoon
130917,13:09:17.0000000,13,9,17,PM,Afternoon
130918,13:09:18.0000000,13,9,18,PM,Afternoon
130919,13:09:19.0000000,13,9,19,PM,Afternoon
130920,13:09:20.0000000,13,9,20,PM,Afternoon
130921,13:09:21.0000000,13,9,21,PM,Afternoon
130922,13:09:22.0000000,13,9,22,PM,Afternoon
130923,13:09:23.0000000,13,9,23,PM,Afternoon
130924,13:09:24.0000000,13,9,24,PM,Afternoon
130925,13:09:25.0000000,13,9,25,PM,Afternoon
130926,13:09:26.0000000,13,9,26,PM,Afternoon
130927,13:09:27.0000000,13,9,27,PM,Afternoon
130928,13:09:28.0000000,13,9,28,PM,Afternoon
130929,13:09:29.0000000,13,9,29,PM,Afternoon
130930,13:09:30.0000000,13,9,30,PM,Afternoon
130931,13:09:31.0000000,13,9,31,PM,Afternoon
130932,13:09:32.0000000,13,9,32,PM,Afternoon
130933,13:09:33.0000000,13,9,33,PM,Afternoon
130934,13:09:34.0000000,13,9,34,PM,Afternoon
130935,13:09:35.0000000,13,9,35,PM,Afternoon
130936,13:09:36.0000000,13,9,36,PM,Afternoon
130937,13:09:37.0000000,13,9,37,PM,Afternoon
130938,13:09:38.0000000,13,9,38,PM,Afternoon
130939,13:09:39.0000000,13,9,39,PM,Afternoon
130940,13:09:40.0000000,13,9,40,PM,Afternoon
130941,13:09:41.0000000,13,9,41,PM,Afternoon
130942,13:09:42.0000000,13,9,42,PM,Afternoon
130943,13:09:43.0000000,13,9,43,PM,Afternoon
130944,13:09:44.0000000,13,9,44,PM,Afternoon
130945,13:09:45.0000000,13,9,45,PM,Afternoon
130946,13:09:46.0000000,13,9,46,PM,Afternoon
130947,13:09:47.0000000,13,9,47,PM,Afternoon
130948,13:09:48.0000000,13,9,48,PM,Afternoon
130949,13:09:49.0000000,13,9,49,PM,Afternoon
130950,13:09:50.0000000,13,9,50,PM,Afternoon
130951,13:09:51.0000000,13,9,51,PM,Afternoon
130952,13:09:52.0000000,13,9,52,PM,Afternoon
130953,13:09:53.0000000,13,9,53,PM,Afternoon
130954,13:09:54.0000000,13,9,54,PM,Afternoon
130955,13:09:55.0000000,13,9,55,PM,Afternoon
130956,13:09:56.0000000,13,9,56,PM,Afternoon
130957,13:09:57.0000000,13,9,57,PM,Afternoon
130958,13:09:58.0000000,13,9,58,PM,Afternoon
130959,13:09:59.0000000,13,9,59,PM,Afternoon
131000,13:10:00.0000000,13,10,0,PM,Afternoon
131001,13:10:01.0000000,13,10,1,PM,Afternoon
131002,13:10:02.0000000,13,10,2,PM,Afternoon
131003,13:10:03.0000000,13,10,3,PM,Afternoon
131004,13:10:04.0000000,13,10,4,PM,Afternoon
131005,13:10:05.0000000,13,10,5,PM,Afternoon
131006,13:10:06.0000000,13,10,6,PM,Afternoon
131007,13:10:07.0000000,13,10,7,PM,Afternoon
131008,13:10:08.0000000,13,10,8,PM,Afternoon
131009,13:10:09.0000000,13,10,9,PM,Afternoon
131010,13:10:10.0000000,13,10,10,PM,Afternoon
131011,13:10:11.0000000,13,10,11,PM,Afternoon
131012,13:10:12.0000000,13,10,12,PM,Afternoon
131013,13:10:13.0000000,13,10,13,PM,Afternoon
131014,13:10:14.0000000,13,10,14,PM,Afternoon
131015,13:10:15.0000000,13,10,15,PM,Afternoon
131016,13:10:16.0000000,13,10,16,PM,Afternoon
131017,13:10:17.0000000,13,10,17,PM,Afternoon
131018,13:10:18.0000000,13,10,18,PM,Afternoon
131019,13:10:19.0000000,13,10,19,PM,Afternoon
131020,13:10:20.0000000,13,10,20,PM,Afternoon
131021,13:10:21.0000000,13,10,21,PM,Afternoon
131022,13:10:22.0000000,13,10,22,PM,Afternoon
131023,13:10:23.0000000,13,10,23,PM,Afternoon
131024,13:10:24.0000000,13,10,24,PM,Afternoon
131025,13:10:25.0000000,13,10,25,PM,Afternoon
131026,13:10:26.0000000,13,10,26,PM,Afternoon
131027,13:10:27.0000000,13,10,27,PM,Afternoon
131028,13:10:28.0000000,13,10,28,PM,Afternoon
131029,13:10:29.0000000,13,10,29,PM,Afternoon
131030,13:10:30.0000000,13,10,30,PM,Afternoon
131031,13:10:31.0000000,13,10,31,PM,Afternoon
131032,13:10:32.0000000,13,10,32,PM,Afternoon
131033,13:10:33.0000000,13,10,33,PM,Afternoon
131034,13:10:34.0000000,13,10,34,PM,Afternoon
131035,13:10:35.0000000,13,10,35,PM,Afternoon
131036,13:10:36.0000000,13,10,36,PM,Afternoon
131037,13:10:37.0000000,13,10,37,PM,Afternoon
131038,13:10:38.0000000,13,10,38,PM,Afternoon
131039,13:10:39.0000000,13,10,39,PM,Afternoon
131040,13:10:40.0000000,13,10,40,PM,Afternoon
131041,13:10:41.0000000,13,10,41,PM,Afternoon
131042,13:10:42.0000000,13,10,42,PM,Afternoon
131043,13:10:43.0000000,13,10,43,PM,Afternoon
131044,13:10:44.0000000,13,10,44,PM,Afternoon
131045,13:10:45.0000000,13,10,45,PM,Afternoon
131046,13:10:46.0000000,13,10,46,PM,Afternoon
131047,13:10:47.0000000,13,10,47,PM,Afternoon
131048,13:10:48.0000000,13,10,48,PM,Afternoon
131049,13:10:49.0000000,13,10,49,PM,Afternoon
131050,13:10:50.0000000,13,10,50,PM,Afternoon
131051,13:10:51.0000000,13,10,51,PM,Afternoon
131052,13:10:52.0000000,13,10,52,PM,Afternoon
131053,13:10:53.0000000,13,10,53,PM,Afternoon
131054,13:10:54.0000000,13,10,54,PM,Afternoon
131055,13:10:55.0000000,13,10,55,PM,Afternoon
131056,13:10:56.0000000,13,10,56,PM,Afternoon
131057,13:10:57.0000000,13,10,57,PM,Afternoon
131058,13:10:58.0000000,13,10,58,PM,Afternoon
131059,13:10:59.0000000,13,10,59,PM,Afternoon
131100,13:11:00.0000000,13,11,0,PM,Afternoon
131101,13:11:01.0000000,13,11,1,PM,Afternoon
131102,13:11:02.0000000,13,11,2,PM,Afternoon
131103,13:11:03.0000000,13,11,3,PM,Afternoon
131104,13:11:04.0000000,13,11,4,PM,Afternoon
131105,13:11:05.0000000,13,11,5,PM,Afternoon
131106,13:11:06.0000000,13,11,6,PM,Afternoon
131107,13:11:07.0000000,13,11,7,PM,Afternoon
131108,13:11:08.0000000,13,11,8,PM,Afternoon
131109,13:11:09.0000000,13,11,9,PM,Afternoon
131110,13:11:10.0000000,13,11,10,PM,Afternoon
131111,13:11:11.0000000,13,11,11,PM,Afternoon
131112,13:11:12.0000000,13,11,12,PM,Afternoon
131113,13:11:13.0000000,13,11,13,PM,Afternoon
131114,13:11:14.0000000,13,11,14,PM,Afternoon
131115,13:11:15.0000000,13,11,15,PM,Afternoon
131116,13:11:16.0000000,13,11,16,PM,Afternoon
131117,13:11:17.0000000,13,11,17,PM,Afternoon
131118,13:11:18.0000000,13,11,18,PM,Afternoon
131119,13:11:19.0000000,13,11,19,PM,Afternoon
131120,13:11:20.0000000,13,11,20,PM,Afternoon
131121,13:11:21.0000000,13,11,21,PM,Afternoon
131122,13:11:22.0000000,13,11,22,PM,Afternoon
131123,13:11:23.0000000,13,11,23,PM,Afternoon
131124,13:11:24.0000000,13,11,24,PM,Afternoon
131125,13:11:25.0000000,13,11,25,PM,Afternoon
131126,13:11:26.0000000,13,11,26,PM,Afternoon
131127,13:11:27.0000000,13,11,27,PM,Afternoon
131128,13:11:28.0000000,13,11,28,PM,Afternoon
131129,13:11:29.0000000,13,11,29,PM,Afternoon
131130,13:11:30.0000000,13,11,30,PM,Afternoon
131131,13:11:31.0000000,13,11,31,PM,Afternoon
131132,13:11:32.0000000,13,11,32,PM,Afternoon
131133,13:11:33.0000000,13,11,33,PM,Afternoon
131134,13:11:34.0000000,13,11,34,PM,Afternoon
131135,13:11:35.0000000,13,11,35,PM,Afternoon
131136,13:11:36.0000000,13,11,36,PM,Afternoon
131137,13:11:37.0000000,13,11,37,PM,Afternoon
131138,13:11:38.0000000,13,11,38,PM,Afternoon
131139,13:11:39.0000000,13,11,39,PM,Afternoon
131140,13:11:40.0000000,13,11,40,PM,Afternoon
131141,13:11:41.0000000,13,11,41,PM,Afternoon
131142,13:11:42.0000000,13,11,42,PM,Afternoon
131143,13:11:43.0000000,13,11,43,PM,Afternoon
131144,13:11:44.0000000,13,11,44,PM,Afternoon
131145,13:11:45.0000000,13,11,45,PM,Afternoon
131146,13:11:46.0000000,13,11,46,PM,Afternoon
131147,13:11:47.0000000,13,11,47,PM,Afternoon
131148,13:11:48.0000000,13,11,48,PM,Afternoon
131149,13:11:49.0000000,13,11,49,PM,Afternoon
131150,13:11:50.0000000,13,11,50,PM,Afternoon
131151,13:11:51.0000000,13,11,51,PM,Afternoon
131152,13:11:52.0000000,13,11,52,PM,Afternoon
131153,13:11:53.0000000,13,11,53,PM,Afternoon
131154,13:11:54.0000000,13,11,54,PM,Afternoon
131155,13:11:55.0000000,13,11,55,PM,Afternoon
131156,13:11:56.0000000,13,11,56,PM,Afternoon
131157,13:11:57.0000000,13,11,57,PM,Afternoon
131158,13:11:58.0000000,13,11,58,PM,Afternoon
131159,13:11:59.0000000,13,11,59,PM,Afternoon
131200,13:12:00.0000000,13,12,0,PM,Afternoon
131201,13:12:01.0000000,13,12,1,PM,Afternoon
131202,13:12:02.0000000,13,12,2,PM,Afternoon
131203,13:12:03.0000000,13,12,3,PM,Afternoon
131204,13:12:04.0000000,13,12,4,PM,Afternoon
131205,13:12:05.0000000,13,12,5,PM,Afternoon
131206,13:12:06.0000000,13,12,6,PM,Afternoon
131207,13:12:07.0000000,13,12,7,PM,Afternoon
131208,13:12:08.0000000,13,12,8,PM,Afternoon
131209,13:12:09.0000000,13,12,9,PM,Afternoon
131210,13:12:10.0000000,13,12,10,PM,Afternoon
131211,13:12:11.0000000,13,12,11,PM,Afternoon
131212,13:12:12.0000000,13,12,12,PM,Afternoon
131213,13:12:13.0000000,13,12,13,PM,Afternoon
131214,13:12:14.0000000,13,12,14,PM,Afternoon
131215,13:12:15.0000000,13,12,15,PM,Afternoon
131216,13:12:16.0000000,13,12,16,PM,Afternoon
131217,13:12:17.0000000,13,12,17,PM,Afternoon
131218,13:12:18.0000000,13,12,18,PM,Afternoon
131219,13:12:19.0000000,13,12,19,PM,Afternoon
131220,13:12:20.0000000,13,12,20,PM,Afternoon
131221,13:12:21.0000000,13,12,21,PM,Afternoon
131222,13:12:22.0000000,13,12,22,PM,Afternoon
131223,13:12:23.0000000,13,12,23,PM,Afternoon
131224,13:12:24.0000000,13,12,24,PM,Afternoon
131225,13:12:25.0000000,13,12,25,PM,Afternoon
